V1,V2,V3
21.5598885793872,88.9944134078212,-4297
22.5626740947075,88.9944134078212,-4297
23.5654596100279,88.9944134078212,-4298
24.5682451253482,88.9944134078212,-4298
25.5710306406685,88.9944134078212,-4299
26.5738161559889,88.9944134078212,-4300
27.5766016713092,88.9944134078212,-4302
28.5793871866295,88.9944134078212,-4303
29.5821727019498,88.9944134078212,-4304
30.5849582172702,88.9944134078212,-4305
31.5877437325905,88.9944134078212,-4304
32.5905292479109,88.9944134078212,-4303
33.5933147632312,88.9944134078212,-4303
34.5961002785515,88.9944134078212,-4302
35.5988857938719,88.9944134078212,-4302
36.6016713091922,88.9944134078212,-4302
37.6044568245125,88.9944134078212,-4301
38.6072423398329,88.9944134078212,-4301
39.6100278551532,88.9944134078212,-4300
40.6128133704735,88.9944134078212,-4299
41.6155988857939,88.9944134078212,-4298
42.6183844011142,88.9944134078212,-4296
43.6211699164345,88.9944134078212,-4294
44.6239554317549,88.9944134078212,-4293
45.6267409470752,88.9944134078212,-4290
46.6295264623955,88.9944134078212,-4288
47.6323119777159,88.9944134078212,-4289
48.6350974930362,88.9944134078212,-4297
49.6378830083565,88.9944134078212,-4306
50.6406685236769,88.9944134078212,-4301
51.6434540389972,88.9944134078212,-4301
52.6462395543175,88.9944134078212,-4302
53.6490250696379,88.9944134078212,-4306
54.6518105849582,88.9944134078212,-4307
55.6545961002786,88.9944134078212,-4308
56.6573816155989,88.9944134078212,-4307
57.6601671309192,88.9944134078212,-4306
58.6629526462395,88.9944134078212,-4304
59.6657381615599,88.9944134078212,-4303
60.6685236768802,88.9944134078212,-4306
61.6713091922005,88.9944134078212,-4318
62.6740947075209,88.9944134078212,-4330
63.6768802228412,88.9944134078212,-4338
64.6796657381616,88.9944134078212,-4337
65.6824512534819,88.9944134078212,-4345
66.6852367688022,88.9944134078212,-4349
67.6880222841226,88.9944134078212,-4348
68.6908077994429,88.9944134078212,-4345
69.6935933147632,88.9944134078212,-4336
70.6963788300835,88.9944134078212,-4324
71.6991643454039,88.9944134078212,-4322
72.7019498607242,88.9944134078212,-4330
73.7047353760446,88.9944134078212,-4337
74.7075208913649,88.9944134078212,-4341
75.7103064066852,88.9944134078212,-4339
76.7130919220056,88.9944134078212,-4337
77.7158774373259,88.9944134078212,-4331
78.7186629526462,88.9944134078212,-4325
79.7214484679666,88.9944134078212,-4316
80.7242339832869,88.9944134078212,-4306
81.7270194986072,88.9944134078212,-4302
82.7298050139275,88.9944134078212,-4300
83.7325905292479,88.9944134078212,-4299
84.7353760445682,88.9944134078212,-4298
85.7381615598886,88.9944134078212,-4298
86.7409470752089,88.9944134078212,-4297
87.7437325905292,88.9944134078212,-4297
88.7465181058496,88.9944134078212,-4296
89.7493036211699,88.9944134078212,-4295
90.7520891364902,88.9944134078212,-4295
91.7548746518106,88.9944134078212,-4293
92.7576601671309,88.9944134078212,-4292
93.7604456824512,88.9944134078212,-4289
94.7632311977716,88.9944134078212,-4287
95.7660167130919,88.9944134078212,-4284
96.7688022284123,88.9944134078212,-4281
97.7715877437326,88.9944134078212,-4279
98.7743732590529,88.9944134078212,-4276
99.7771587743732,88.9944134078212,-4273
100.779944289694,88.9944134078212,-4271
101.782729805014,88.9944134078212,-4267
102.785515320334,88.9944134078212,-4263
103.788300835655,88.9944134078212,-4258
104.791086350975,88.9944134078212,-4253
105.793871866295,88.9944134078212,-4254
106.796657381616,88.9944134078212,-4261
107.799442896936,88.9944134078212,-4267
108.802228412256,88.9944134078212,-4268
109.805013927577,88.9944134078212,-4269
110.807799442897,88.9944134078212,-4271
111.810584958217,88.9944134078212,-4273
112.813370473538,88.9944134078212,-4275
113.816155988858,88.9944134078212,-4277
114.818941504178,88.9944134078212,-4281
115.821727019499,88.9944134078212,-4286
116.824512534819,88.9944134078212,-4289
117.827298050139,88.9944134078212,-4297
118.83008356546,88.9944134078212,-4297
119.83286908078,88.9944134078212,-4276
120.8356545961,88.9944134078212,-4231
121.838440111421,88.9944134078212,-4179
122.841225626741,88.9944134078212,-4110
123.844011142061,88.9944134078212,-4018
124.846796657382,88.9944134078212,-3957
125.849582172702,88.9944134078212,-3863
126.852367688022,88.9944134078212,-3771
127.855153203343,88.9944134078212,-3631
128.857938718663,88.9944134078212,-3399
129.860724233983,88.9944134078212,-3121
130.863509749304,88.9944134078212,-2867
131.866295264624,88.9944134078212,-2542
132.869080779944,88.9944134078212,-2389
133.871866295265,88.9944134078212,-2126
134.874651810585,88.9944134078212,-1963
135.877437325905,88.9944134078212,-1817
136.880222841226,88.9944134078212,-1692
137.883008356546,88.9944134078212,-1632
138.885793871866,88.9944134078212,-1634
139.888579387187,88.9944134078212,-1672
140.891364902507,88.9944134078212,-1698
141.894150417827,88.9944134078212,-1760
142.896935933148,88.9944134078212,-1835
143.899721448468,88.9944134078212,-1893
144.902506963788,88.9944134078212,-1926
145.905292479109,88.9944134078212,-1992
146.908077994429,88.9944134078212,-2109
147.910863509749,88.9944134078212,-2239
148.91364902507,88.9944134078212,-2298
149.91643454039,88.9944134078212,-2373
150.91922005571,88.9944134078212,-2391
151.922005571031,88.9944134078212,-2399
152.924791086351,88.9944134078212,-2396
153.927576601671,88.9944134078212,-2400
154.930362116992,88.9944134078212,-2399
155.933147632312,88.9944134078212,-2392
156.935933147632,88.9944134078212,-2371
157.938718662953,88.9944134078212,-2336
158.941504178273,88.9944134078212,-2374
159.944289693593,88.9944134078212,-2420
160.947075208914,88.9944134078212,-2402
161.949860724234,88.9944134078212,-2430
162.952646239554,88.9944134078212,-2438
163.955431754875,88.9944134078212,-2468
164.958217270195,88.9944134078212,-2480
165.961002785515,88.9944134078212,-2507
166.963788300836,88.9944134078212,-2548
167.966573816156,88.9944134078212,-2547
168.969359331476,88.9944134078212,-2511
169.972144846797,88.9944134078212,-2481
170.974930362117,88.9944134078212,-2494
171.977715877437,88.9944134078212,-2489
172.980501392758,88.9944134078212,-2488
173.983286908078,88.9944134078212,-2490
174.986072423398,88.9944134078212,-2455
175.988857938719,88.9944134078212,-2388
176.991643454039,88.9944134078212,-2372
177.994428969359,88.9944134078212,-2400
178.99721448468,88.9944134078212,-2453
180,88.9944134078212,-2541
-180,87.9888268156425,-3820
-178.99721448468,87.9888268156425,-3833
-177.994428969359,87.9888268156425,-3866
-176.991643454039,87.9888268156425,-3886
-175.988857938719,87.9888268156425,-3893
-174.986072423398,87.9888268156425,-3894
-173.983286908078,87.9888268156425,-3898
-172.980501392758,87.9888268156425,-3895
-171.977715877437,87.9888268156425,-3893
-170.974930362117,87.9888268156425,-3888
-169.972144846797,87.9888268156425,-3864
-168.969359331476,87.9888268156425,-3809
-167.966573816156,87.9888268156425,-3698
-166.963788300836,87.9888268156425,-3554
-165.961002785515,87.9888268156425,-3381
-164.958217270195,87.9888268156425,-3204
-163.955431754875,87.9888268156425,-3141
-162.952646239554,87.9888268156425,-3027
-161.949860724234,87.9888268156425,-2925
-160.947075208914,87.9888268156425,-2842
-159.944289693593,87.9888268156425,-2781
-158.941504178273,87.9888268156425,-2734
-157.938718662953,87.9888268156425,-2725
-156.935933147632,87.9888268156425,-2714
-155.933147632312,87.9888268156425,-2710
-154.930362116992,87.9888268156425,-2697
